title,movie_id,crew,tags
the adventures of ford fairlane,9548,Renny Harlin,"action, comedy, thriller, crime, mysteryrock and roll, show business, rock star, heavi metal, murder, privat detectiveford ""mr. rock n' roll detective"" fairlan is experienc problems, and it' not with the opposit sex. one of them is that all the rock star pay him with drum sticks, koala bears, food processor and bicycl shorts. anoth one of them is that all hi employ that want him to find a girl name zuzu petal get killed. whi didn't he becom a fisherman' detect instead?andrew dice clay, wayn newton, priscilla presley"
the boat that rocked,18947,Richard Curtis,"drama, comedygreat britain, musical, rock, pirat radio, swing 60sthe boat that rock is an ensembl comedy, where the romanc is between the young peopl of the 60s, and pop music. it' about a band of dj that captiv britain, play the music that defin a gener and stand up to a govern that want control of popular cultur via the british broadcast corporation. loos base on the event in britain in the 60' when the labour govern of harold wilson, want to bring the pirat station under control, enough to see the passag of the marin broadcast offenc act on 15 august 1967tom sturridge, philip seymour hoffman, rhi ifan"
traffic,1900,Steven Soderbergh,"thriller, drama, crimeusa, war on drugs, drug traffic, drug dealer, drug smuggle, addicted, polic operation, unit states–mexico barrier, addiction, drug lordan explor of the unit state of america' war on drug from multipl perspectives. for the new head of the offic of nation drug control policy, the war becom person when he discov hi well-educ daughter is abus cocain within their comfort suburban home. in mexico, a flawed, but nobl policeman agre to testifi against a power gener in leagu with a cartel, and in san diego, a drug kingpin' shelter trophi wife must learn her husband' ruthless busi after he is arrested, endang her luxuri lifestyle.michael douglas, benicio del toro, jacob varga"
indiana jones and the last crusade,89,Steven Spielberg,"adventure, actionsav the world, venice, holi grail, library, riddle, father son relationship, whip, treasure, nazis, entrapment, crusader, treasur hunt, escape, panzer, order of the templars, archaeologist, indiana jones, archeolog when dr. henri jone sr. suddenli goe miss while pursu the holi grail, emin archaeologist indiana must team up with marcu brody, sallah and elsa schneider to follow in hi father' footstep and stop the nazi from recov the power of etern life.harrison ford, sean connery, denholm elliott"
anna karenina,96724,Joe Wright,"drama, romancebas on novel, st. petersburg russia, high society, imperi russia, tragic death, 19th centurytrap in a loveless marriage, aristocrat anna karenina enter into a life-chang affair with the affluent count vronsky.keira knightley, jude law, aaron taylor-johnson"
chappie,198184,Neill Blomkamp,"crime, action, scienc fictionartifici intelligence, android, robot, near future, robot copeveri child come into the world full of promise, and none more so than chappie: he is gifted, special, a prodigy. like ani child, chappi will come under the influenc of hi surroundings—som good, some bad—and he will reli on hi heart and soul to find hi way in the world and becom hi own man. but there' one thing that make chappi differ from ani one else: he is a robot.sharlto copley, dev patel, ninja"
the bone collector,9481,Phillip Noyce,"drama, mystery, thriller, crimeparaplegic, investigation, psychopathrooki cop, amelia donaghi reluctantli team with lincoln rhyme – formerli the department' top homicid detect but now paralyz as a result of a spinal injuri – to catch a grisli serial killer dub 'the bone collector'. the murderer' special signatur is to leav tantal clue base on the grim remain of hi crimes.denzel washington, angelina jolie, queen latifah"
panic room,4547,David Fincher,"crime, drama, thrillerburglar, bunker, housebreaking, safe, moneytrap in their new york brownstone' panic room, a hidden chamber built as a sanctuari in the event of break-ins, newli divorc meg altman and her young daughter sarah play a deadli game of cat-and-mous with three intrud - burnham, raoul and junior - dure a brutal home invasion. but the room itself is the focal point becaus what the intrud realli want is insid it.jodi foster, kristen stewart, forest whitak"
the tooth fairy,53953,Chuck Bowman,"horrorgore, slasher, singl mother, tooth fairy, woodchippera woman and her daughter (nicol muñoz) encount a deadli legend at a bed-and-breakfast.lochlyn munro, chandra west, steve bacic"
three kings,6415,David O. Russell,"action, adventure, comedygold, gulf war, three kings, iraq, kuwait, rescue, interraci relationship, treasur map, soldier, u.s. soldier, gold theft, persian gulf, emerg surgery, mine fielda group of american soldier station in iraq at the end of the gulf war find a map they believ will take them to a huge cach of stolen kuwaiti gold hidden near their base, and they embark on a secret mission that' destin to chang everything.georg clooney, mark wahlberg, ice cube"
child 44,181283,Daniel Espinosa,"crime, thrillerbas on novel, soviet union, russian, murder, serial killer, military, child murder, stalinism, 1950sset in stalin-era soviet union, a disgrac mgb agent is dispatch to investig a seri of child murder -- a case that begin to connect with the veri top of parti leadership.tom hardy, gari oldman, noomi rapac"
rat race,9896,Jerry Zucker,"adventure, comedycasino, running, preisgeld, millionaire, road moviein an ensembl film about easi money, greed, manipul and bad driving, a la vega casino tycoon entertain hi wealthiest high roller -- a group that will bet on anyth -- by pit six ordinari peopl against each other in a wild dash for $2 million jam into a locker hundr of mile away. the tycoon and hi wealthi friend monitor each racer' everi move to keep track of their favorites. the onli rule in thi race is that there are no rules.cuba good jr., seth green, whoopi goldberg"
k-pax,167,Iain Softley,"drama, scienc fictionrobbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, helpprot is a patient at a mental hospit who claim to be from a far away planet. hi psychiatrist tri to help him, onli to begin to doubt hi own explanations.jeff bridges, kevin spacey, mari mccormack"
kate & leopold,11232,James Mangold,"comedy, fantasy, romance, scienc fictionlov (female), love of one' life, time travel, kiss, past, secret love, fish out of waterwhen her scientist ex-boyfriend discov a portal to travel through time -- and bring back a 19th-centuri nobleman name leopold to prove it -- a skeptic kate reluctantli take respons for show leopold the 21st century. the more time kate spend with leopold, the harder she fall for him. but if he doesn't return to hi own time, hi absenc will forev alter history.meg ryan, hugh jackman, liev schreiber"
bedazzled,1636,Harold Ramis,"fantasy, comedy, romancelov of one' life, mephisto, wish, sale of soul, pact with the devil, teuflischelliot richardson, suicid techno geek, is given seven wish to turn hi life around when he meet up with a veri seduct satan. the catch: hi soul. some of hi wish includ a 7 foot basketbal star, a rock star, and a hamburger. but, as could be expected, the devil must put her own littl twist on each hi fantasies.elizabeth hurley, brendan fraser, franc o'connor"
the cotton club,2148,Francis Ford Coppola,"music, drama, crime, romancejazz, jazz musician, musical, mafiath stori of the peopl that frequent harlem' famou nightclubs, 'the cotton club', and those that ran it.richard gere, gregori hines, dian lane"
3:10 to yuma,5176,James Mangold,"westernsaloon, hero, liber of prisoners, transport of prisoners, wilderness, die and death, race against time, railway car, stetson, rivalry, gang, gunfight, crime, family, psychological, dishonesty, heroic mission, right the wronged, chase and races, parent and children, mind and soulin arizona in the late 1800's, infam outlaw ben wade and hi viciou gang of thiev and murder have plagu the southern railroad. when wade is captured, civil war veteran dan evans, struggl to surviv on hi drought-plagu ranch, volunt to deliv him aliv to the ""3:10 to yuma"", a train that will take the killer to trial.russel crowe, christian bale, logan lerman"
